,gene_expression,expression_level,cell_line,time_point,expression_pattern,western_blot,protein_level,western_blotting,western_blot_analysis,pcr_product,expression_profile,protein_expression,mrna_level,transcription_factor,signaling_pathway,target_gene,growth_factor,stress_response,protein_kinase,rna_binding_protein,climate_change,gene_family,genome_sequence,datum_set,plant_genome,gene_duplication,gene_tree,protein_sequence,material_online,gene_pair,genome_duplication,reference_genome,sequence_similarity,duplication_event,genome_size,species_tree,copy_number,c._jejunus,cell_cycle,cell_death,dna_damage,room_temperature,cell_proliferation,cell_division,s_phase,stress_granule,dna_replication,cell_growth,flow_cytometry,cell_cycle_progression,t_\_t,scale_bar,\_t,error_bar,_,\_usepackage,%_ci,\_u2009,p_value,mm_nacl,stem_cell,t_cell,cell_type,breast_cancer,dna_methylation,cancer_cell,tumor_cell,b_cell,bone_marrow,progenitor_cell,control_group,hh_signaling,amino_acid,plasma_membrane,amino_acid_sequence,sequence_alignment,figure_supplement,crystal_structure,binding_site,b._napus,table_s1,candidate_gene,b._rapa,table_s2,table_s3,linkage_group,animal_model,motor_neuron,mouse_model,zebra_finch,risk_factor,brain_region,a._thaliana,plant_species,land_plant,arabidopsis_thaliana,cell_wall,flowering_plant,p._patens,seed_plant,group
gene_tree,0.2242309571425538,0.24683994812745327,0.22080842016623448,0.2415066350868276,0.30399578616927836,0.10004568328948801,0.22817003728010504,0.1387084757359963,0.08900721545890664,0.14209072672498546,0.26377002678097355,0.14842756049339312,0.12684690990793387,0.25059674087369094,0.23401788337432905,0.2653755629689911,0.1342264311388824,0.18045173684571628,0.22548326574305214,0.23971593190319218,1.0,1.0,1.0,1.0,1.0,1.0,735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13727494096276655,0.2675030178350266,0.16430734867868768,0.2659184054508164,0.11285463243472882,0.15363755602771045,0.3044254356163893,0.2618338017311903,0.23771327616550533,0.31688165433103876,0.16856500243451075,0.11955888255731195,0.24938229351531588,0.24368315238210403,0.19912011827562515,0.23400838149413483,0.2638011500030298,0.2734576730415139,0.32575512691174796,0.1344027341169603,0.23039972484364588,0.31927983188040004,0.12132133591736602,0.20010332593674585,0.13222535331634594,0.25768868273199086,0.1835092505539836,0.1789523539926645,0.21274864890754971,0.1655663491008612,0.10031022574788603,0.20676171971715643,0.2150269580336579,0.09007247062745097,0.1734910986971111,0.25003358244788704,0.1655544910917856,0.4633983365969281,0.5523528959026895,0.3243478115455659,0.2614462470913945,0.16215215144308326,0.2658137532611802,0.27139255554437736,0.2723166247144623,0.3235128597768505,0.25714846286211834,0.34927695940340897,0.3887412087899005,0.3566823452160545,0.28255611373566497,0.21388617471732768,0.20908000430746387,0.2232669124449293,0.18849447080557874,0.4154676008512149,0.4374004946872744,0.43694080709191163,0.4117787757558221,0.1339203548658108,0.44231473217383366,0.3475952421561658,0.4916274400321141,3
protein_sequence,0.35256048957915875,0.3720586126953811,0.32019167705760165,0.12901868108549833,0.44214117628417327,0.2779535344441968,0.4104472646957204,0.31950813755595125,0.3099260294492933,0.3673043259347819,0.484216263765478,0.4445230506872322,0.12417595116007456,0.430274018838966,0.35421332039039244,0.38965305831074015,0.2141902133541898,0.37044927371895614,0.5115139426538948,0.4104846823497216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2958219483103779,0.3139776948475599,0.20375058164432713,0.15874962359629674,0.2312478973261807,0.23758280370527038,0.28356472982362657,0.2782324970651464,0.2578332965655055,0.3048994962130013,0.2553291079731617,0.1168727846482599,0.3068386075363233,0.2234624325470153,0.1734922579148253,0.23972157679944114,0.13274457806391438,0.2602940964822489,0.2645168776763012,0.14340599393100917,0.3056182546216519,0.26892083028404934,0.20101041097411237,0.214519503055499,0.2106706631816732,0.2380893004484676,0.308148451139112,0.25374762192105915,0.30607100713826274,0.20073262305383138,0.2459924028308687,0.1573312596361811,0.1417677103416553,0.2237681415879648,0.28685423146089467,0.5226622681618521,0.31513180451879397,0.828396703745973,0.794931831929566,0.3113289378084549,0.4748910147919517,0.34323426420465525,0.3379243907052682,0.4091240206508898,0.39412011238627226,0.3737219048403198,0.4190622832802505,0.4260657189599658,0.3494611274372822,0.2881513144973557,0.1541799853483546,0.250707637596129,0.32534078813844236,0.16942195455881143,0.1684277106058274,0.5563648303555583,0.624201068352044,0.4996947800829346,0.5827902199993668,0.3819365888639733,0.5049427256393462,0.5409611229726283,0.466868776959825,3
material_online,0.23546277116300882,0.316772391933269,0.23966957885126533,0.19484855636232729,0.3998946457728109,0.19286291075456072,0.33916067112416914,0.2345740427758225,0.21054723197664815,0.298213375717006,0.40407421982068403,0.25114040135559357,0.15386716112886054,0.3041101540762482,0.2916480253239687,0.26471442689556696,0.21570848217506697,0.24315854178830573,0.3313750589246842,0.23183040861266546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22551556986585586,0.29011432461065756,0.15394384366047023,0.20658077017594556,0.23477403131303368,0.23317791607019328,0.28203533354514765,0.28909428540764515,0.19261297703500213,0.2702000964733884,0.3106382972242703,0.19316791660243907,0.2910930579432458,0.23576305685911975,0.1650203073080689,0.24130050343876489,0.1858786966312782,0.17719369455631495,0.3038899191911359,0.3149774799080595,0.30748548368409845,0.27594899417834984,0.22740570407565286,0.19562523732188342,0.20528912099797075,0.2929524073672533,0.23450686458043155,0.20370693996389289,0.3031093302432741,0.2099213676227748,0.17358010667934404,0.21285976133290793,0.22810739203527997,0.17588596849654325,0.20102264433694572,0.27669759136104777,0.23966229587435306,0.5216490010381398,0.5379912668042517,0.47177422436020744,0.272987613769654,0.23114385558420206,0.31263420891654947,0.7276327173041683,0.29031522400242404,0.35122458092787995,0.7269099397686867,0.752809806049473,0.324234013114181,0.20476084104488546,0.18556866474862527,0.08908072857586977,0.1925610970884576,0.13096134033113843,0.10588031887881462,0.42231554773135527,0.48671652810060045,0.5171369821188739,0.2695696955261341,0.37446294611023323,0.45688113935952357,0.3907053346750302,0.5330725807105351,3
gene_pair,0.32978693537602444,0.37781159910187756,0.12104400521702553,0.23112918402256388,0.42733588664634914,0.07376689098858362,0.23247848238462832,0.1037808506394353,0.07330203332859792,0.16786944459000244,0.44126154526522926,0.17631869428868932,0.2318480880133404,0.37454653876103566,0.2565105120641749,0.4426393412865863,0.06278028104735361,0.2277538037108794,0.20810254323836797,0.24964279844554382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13063192391088924,0.2569442386621057,0.04173657114039939,0.16716111775599385,0.14472464723375145,0.10466243163944955,0.24258783037345336,0.22262293467629624,0.16177106124278495,0.2402182518613235,0.08749851083922533,0.1573969397547143,0.23823009727150093,0.20324369301478257,0.1108522122054831,0.20753277127352013,0.15964067248342284,0.21339541244043486,0.2476990292353463,0.2046555841191285,0.2864840374587741,0.36787332410720075,0.1792212955597814,0.19137373422792192,0.15105829018001982,0.18973514743182437,0.1920164348776703,0.2952609442957112,0.19763667506485755,0.20467525378245233,0.16704984185173233,0.17335987701375463,0.17976683976214478,0.1668611562475741,0.20269185541787113,0.1702984018050955,0.1784207946349097,0.38609685582039943,0.4411163937878018,0.14854909894154683,0.21009385617313203,0.25383766403151675,0.4821291480613681,0.22687396727189296,0.4785374390448532,0.6700926910189278,0.28456102413542705,0.35054396996661086,0.4637786572816035,0.17201192431421478,0.12194836167118057,0.13023418107537335,0.2711702640082923,0.15302072611276307,0.2550869545175126,0.6778076789116809,0.4895300431858397,0.3836197520132101,0.5985202537794655,0.23950739237767507,0.43765159288181504,0.3512059220606143,0.42538882184311044,3
genome_duplication,0.4358362600174375,0.31354465516234986,0.20472745715752189,0.1858233782559845,0.4234545510818013,0.15977956076187616,0.32412149380869537,0.21217794889903824,0.22572814361658702,0.21888152649336573,0.4037497407675466,0.3452320327557985,0.14898406330565284,0.3636689740847975,0.3781609198897468,0.33074080992904553,0.1790552691016002,0.336501276990977,0.2870519201588566,0.2851459172439532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,599,1.0,1.0,1.0,1.0,1.0,1.0,0.239189232876547,0.3719175379809252,0.2750691921584802,0.347499261410901,0.15073742452369476,0.3621630353207781,0.3906018718089187,0.35631649908699975,0.22507363271669223,0.4689878557580151,0.24881426845159108,0.24630987175664085,0.39577741892697244,0.12047473407596994,0.09557891247591146,0.17587302954283843,0.08885250363377908,0.07063079692909727,0.1769613235311875,0.10492424117684583,0.18825099910941714,0.16206442959125494,0.10358673295149065,0.25825738633548023,0.21044704560221184,0.23555782153805607,0.3096432473617753,0.46857934237287235,0.31802990610823006,0.2842589873953406,0.24398668491195458,0.24466588425690333,0.32855743620671557,0.16797904707401823,0.34737125917021094,0.11677630351026014,0.2064315120620195,0.32729229682911715,0.4192546968942271,0.2810880595067736,0.2266157018541471,0.24067684933997086,0.3287245097910442,0.26408136227976486,0.2942606137853022,0.46251106341869463,0.23048813288224684,0.26214588740481715,0.2861915627173097,0.20986717725267653,0.19438362055701894,0.1649114732220275,0.2290129401690053,0.23868396460663943,0.25138645282330524,0.4825446452723304,0.4933614395034373,0.5429048600772769,0.47896400884359747,0.2759060321840536,0.6199886771513891,0.2915896537121457,0.57519741693396,3
reference_genome,0.3667774175031031,0.4516489212792419,0.3249952422933699,0.2042896604530841,0.38731365237649906,0.15386929657084739,0.31389858697324124,0.18009738063679712,0.19638378588958805,0.4438034048391699,0.4296176869811149,0.2566813084852537,0.28414858552084216,0.31194751422945866,0.2349709965214144,0.41721985334798684,0.09694760978377123,0.23788570902486195,0.25316027813750586,0.20338725921879308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,574,1.0,1.0,1.0,1.0,1.0,0.3197414308349653,0.3005237826647576,0.11747895730156774,0.19903990975991415,0.18141382714169516,0.14853722897129304,0.2795255208107831,0.34992191655647675,0.2116401374143101,0.3598614766895117,0.12507983055224403,0.1080470705005787,0.2600658936043544,0.23453921819416912,0.03259858683201905,0.2526759999849817,0.13799592447590947,0.23379592257339102,0.30194975322626283,0.13382529733307172,0.22740097023176992,0.2693019762240218,0.07618751711350201,0.23011418395524427,0.19322634131591482,0.24585476282981472,0.24086147966088678,0.363748524563105,0.27522782198567464,0.20100562134065486,0.23030120300131385,0.09713388272323932,0.20311152589390388,0.2737337906750599,0.254136277682655,0.21250659735053073,0.1973125336940068,0.4616167172044114,0.5664671909616181,0.17991030792318288,0.32848700395486247,0.33458129018713634,0.5141869465747704,0.3656824718817342,0.4926439822130801,0.4350021629050916,0.4344502119090617,0.3930731587074402,0.598430752040886,0.2698828467820592,0.11579847665908435,0.1847138602780969,0.3031607191421273,0.18489827480307786,0.20673812790588866,0.47269007881224223,0.5637355490016681,0.40213842271440126,0.4839563588803498,0.22368727270954866,0.4418016765354519,0.37391333836617946,0.40835300708469324,3
sequence_similarity,0.31972539229411934,0.4087021872593593,0.2970868259169467,0.10653314405115791,0.42874465924755484,0.17333277530484034,0.36939378347692475,0.1987866058836436,0.20382199348473362,0.3317965366235824,0.45971305241382543,0.3058204308809577,0.2716284468892925,0.4215230168943505,0.3351599819565936,0.3909209572574507,0.21074194444834216,0.3304868946614348,0.38620383310809203,0.385069395822638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,570,1.0,1.0,1.0,1.0,0.28550459955694274,0.2809393362938448,0.1644048891511216,0.16369894512003702,0.1562997627177471,0.15870039408282863,0.22661107902585143,0.22946287846545144,0.26956832775532835,0.20195506324803755,0.1766238284130519,0.12003055339875424,0.23687888283707703,0.19380870016190557,0.10187295277490668,0.21422731620881413,0.1221341586068355,0.18486861248166722,0.23874576251569685,0.20341219359382068,0.3283419114246741,0.3195124393895329,0.07233372520182527,0.26527178700805876,0.20825702565301932,0.26948566359126447,0.2009171739062552,0.21563047888827175,0.26841166231561453,0.23208314208641334,0.2022158848660345,0.14687591680403525,0.20472251646268155,0.23515296801669863,0.23368563117283722,0.46628057215878105,0.2749915358350726,0.6714363287840516,0.6444896866572467,0.22939254935159123,0.5060928572922154,0.39033103702368976,0.36433683278890505,0.2740038641500352,0.37471979833281055,0.4087185688189663,0.35782136878111337,0.36204932957274916,0.43177469559791726,0.26026250093521786,0.20215877674384214,0.2590704417052355,0.26893236377258867,0.19101004793365367,0.19844999493549098,0.510809921894208,0.538676528856802,0.42814627020315943,0.47853140113727854,0.35304844198739277,0.4347874457888721,0.42674420244303546,0.37723520441371117,3
duplication_event,0.35338964779879967,0.3171915843694497,0.17582341795349912,0.20884089409217652,0.43936312161145197,0.09427608016768188,0.24850266662186304,0.14416830529833263,0.15431695779357052,0.31159891181503613,0.40103150305294777,0.2579965972318401,0.12006028623134159,0.3670698421119811,0.37281851319036163,0.34996951850713476,0.13662922867766508,0.2748410580454075,0.3094896364518146,0.27021901957871264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,558,1.0,1.0,1.0,0.26535735564381246,0.3214133859930739,0.19721956990289102,0.3148271236207624,0.1445704674644166,0.23428590505822777,0.36141762550992995,0.3421751900654895,0.20731390656388735,0.4389238223958647,0.18318302055233227,0.14339154730542436,0.33658144884798563,0.1656014605807393,0.07382388518770373,0.18311518440847813,0.12686259237090824,0.0913376620930208,0.21736772307825902,0.18343770001125215,0.19788420203198354,0.20194340599579644,0.07900168795046038,0.26848515274907386,0.2574151515399499,0.24575864420378907,0.27668078632096893,0.3925230891999517,0.2893700695851111,0.29120829182772245,0.27049471411802417,0.2239108579466617,0.291351017124589,0.17542506704332558,0.28048600230731363,0.1727415342682696,0.24319311584823236,0.4043638140875734,0.4851045888382137,0.26568758602753134,0.30299874418825695,0.3793876227565437,0.39161830250042773,0.24756678629216478,0.42982684196883403,0.4959815598713376,0.26586889562813176,0.31293587326104355,0.43231350640642474,0.20322613169804069,0.18401764090932135,0.1293438687121931,0.24074070495420818,0.2875614332834313,0.30157802445444915,0.532122027748331,0.4766204752021181,0.541833877532288,0.4487855605346994,0.24224770332158027,0.6110675076650636,0.35060340775605264,0.6271188566042991,3
genome_size,0.30281028009732913,0.27510018329818103,0.22459118192775301,0.09983671910546892,0.1994974833452558,0.08187350246179831,0.29186909737638483,0.10323060587753519,0.1346793078273586,0.21169622246748743,0.22883396455747457,0.2553182908700164,0.20777570423207462,0.2533401742806037,0.1957362157022035,0.19084447871856763,0.2378018289595957,0.24628896307701167,0.2721462094310901,0.18881692508291853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,532,1.0,1.0,0.22745155962406405,0.37347736273704146,0.28598423913184656,0.3111692941844973,0.13345110194202475,0.32133593826968027,0.42169098880416395,0.3639654440253595,0.2260644062827486,0.3876798525369025,0.4075497244933271,0.36852195470485993,0.3950043750929047,0.184412813470764,0.14844902160974807,0.20551419528330328,0.15110260506440643,0.10884564714723889,0.24802999053969732,0.07253300795886859,0.29179661447034133,0.2370925670508804,0.11725146873640524,0.17444289970111998,0.13103311663359812,0.17694082160143854,0.2707250421703137,0.314829848217283,0.2707022492695893,0.19898471848738836,0.18017228249612588,0.14642673032234663,0.22682643809526645,0.22665129919672405,0.22991385544416298,0.22286810448649003,0.17026869365368968,0.34017863013300237,0.29966753344597963,0.2405711800061837,0.22175069751804044,0.16811314778887135,0.36028421970003993,0.37586913268347,0.24361687918411803,0.4115837661531183,0.3503094535679139,0.39583119754521245,0.3808752252792153,0.2046453212633005,0.09235117122511387,0.1329411075126434,0.20335430651263703,0.1825464986709027,0.12214263091499954,0.4049479593905696,0.5655582652984757,0.5054477204359467,0.44818139383401256,0.30265105121748176,0.529925210539236,0.35550622072499966,0.45194256607086963,3
species_tree,0.1298568758740125,0.18468962710483855,0.16304637434394892,0.24094207145548854,0.22989580930161752,0.1319854631481392,0.1857029869778402,0.17893512434593092,0.10185494292600675,0.19609506516861316,0.21511131210106263,0.08600517277827927,0.11084624932817892,0.19139720333774882,0.18920282491662235,0.23405875809297474,0.17459577336836887,0.11281787617587587,0.2126129145480844,0.18717927639013981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,514,1.0,0.10277399230737205,0.2632445800834602,0.13318051819921245,0.2291110587401229,0.15436961160201315,0.12298944914434323,0.24600325993360572,0.2990983143523519,0.2571130925756876,0.2731652914676591,0.16949552822302066,0.1411986258502586,0.23313130213146574,0.2834897514696176,0.17494991725095146,0.2703963490319736,0.21962206206611085,0.2644299477875007,0.38126086391221836,0.15600246126794512,0.20971954082389124,0.33904259475276277,0.16236411799622458,0.18067525099753182,0.1481616368796284,0.23969503869498712,0.17922204759465077,0.10675631157491265,0.1822296097786017,0.1764223254095037,0.12671134038286927,0.23099938217507193,0.20460938868516634,0.12411025709689288,0.1286393357511586,0.25496169813431363,0.1712712087278607,0.448249777852714,0.5335224883341283,0.2913763726666768,0.22673328753138788,0.15391642979675185,0.2729697165038306,0.2955105463498811,0.2504588408410806,0.3013021168884967,0.2909005862224958,0.3751022641600601,0.3931915468697135,0.317914830489868,0.21892158799668482,0.1442114822020989,0.177846092889713,0.22056844911085918,0.15074095399033755,0.37358082536642634,0.5106361130623449,0.4816171045108768,0.3846126007651839,0.15084031157936112,0.4710752075515983,0.36681294277363896,0.5426957937595344,3
copy_number,0.522694521867368,0.550079138690049,0.3924391510764301,0.16810679035964782,0.4427731732592037,0.20008659369367043,0.4757292714123429,0.2602647775197687,0.25855794623294626,0.3484089204348949,0.46248120607834364,0.4953712767129988,0.41999188406234067,0.3443632987147009,0.2816280835280982,0.41689194779445277,0.224777370893942,0.24713414942335246,0.24819375163572038,0.3221843931565505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,488,0.2289774461123672,0.34206407509092707,0.14790533332963782,0.28314058865162034,0.17288046259238346,0.3576254964259238,0.3519019938420671,0.3150945765700971,0.19510695852238732,0.41831247340292094,0.3306681587180783,0.252478267754746,0.3935895160264413,0.07810253463671811,0.06193298750592629,0.07695992908595718,0.1709437227986452,0.053944587167436095,0.15052864081469816,0.178286136035801,0.10017104779911871,0.2748774373740535,0.10804219461885908,0.1536798476368563,0.19615617196002794,0.2773259921414445,0.37061487305617397,0.4506627470166483,0.3263497551120648,0.3154582844437601,0.2400586192177348,0.10735549378963805,0.2174002467081829,0.2054860210333821,0.33822822897501653,0.18728035743540272,0.2123165880183377,0.3634014512882927,0.32886560783253976,0.2048383159173851,0.14136495926607787,0.32774004581520727,0.2912903479418455,0.40387054308909953,0.359967832787503,0.2855681033601027,0.4127366702533085,0.42148872074962623,0.2977084670194363,0.17802533155998088,0.217679753942972,0.20451099864127345,0.1330400942298123,0.19105466556946174,0.19358354357076346,0.41463869697536226,0.43507501621732164,0.41178667112318024,0.3861044632429969,0.17173626210933743,0.41001400095494617,0.2777714616768082,0.36669024834870656,3
c._jejunus,0.32490786608301464,0.22962614115340035,0.3804374946798227,0.20447617713370075,0.19183205448127105,0.17851250354685116,0.30215007902874974,0.2377121958428406,0.2686823561030385,0.31231150359420634,0.2655814064109138,0.3545554001139719,0.13352362385593522,0.2511131529655159,0.3396567469964089,0.2368167212070808,0.19686299941073443,0.353470753271984,0.30824140373259157,0.3650341581971755,0.23475950843316146,0.21537375687093846,0.331952873647277,0.12368678019517902,0.24195439781347292,0.32198579945433664,0.13727494096276655,0.2958219483103779,0.22551556986585586,0.13063192391088924,0.239189232876547,0.3197414308349653,0.28550459955694274,0.26535735564381246,0.22745155962406405,0.10277399230737205,0.2289774461123672,2433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14070128435464435,0.122371838045403,0.17236766104157256,0.14346390008378673,0.033458276523868014,0.15977750185646902,0.15650377889327058,0.09096801806412025,0.18116182448661078,0.07166781429012536,0.2551087938503692,0.3771316722031769,0.3995201835845173,0.19489961679914503,0.23555269973717338,0.39779187865789134,0.32698012483785577,0.2614764147865629,0.20206869284690213,0.23734990265275513,0.3223838248483076,0.2815439274319909,0.32825694741152595,0.31393255128783903,0.30485842972365895,0.3007321305410266,0.3524949287002469,0.33368559479648985,0.3302049243787368,0.172655419498538,0.26588328924530125,0.23388229815262346,0.16122435436933172,0.2889649790726915,0.27893089081786004,0.15489443697249644,0.2939311597000077,0.3300332898144711,0.3046016602779969,0.19003077335030194,0.23269143822916635,0.26179208534007514,0.2106222410753538,0.2391330614867779,0.23841496509313775,0.2052420189499009,0.4047045365647929,0.16957093682505064,0.24157584862638148,0.14229232748235046,4
cell_cycle,0.5112835996054655,0.4034621241556169,0.5115724118816518,0.4605649259650901,0.3897807600909318,0.3444736342902528,0.4712681404488983,0.3653139532703489,0.3831692977614966,0.18884560797312,0.4452165287087733,0.43702085695594717,0.3634640061442047,0.5118838509431534,0.5195975577806273,0.457640511149575,0.3781130352494679,0.4311318160414652,0.47291073709477105,0.34857495216230894,0.364576406127622,0.33645090370115716,0.3163870429240092,0.24091024688862747,0.35642709142219375,0.3146556468044614,0.2675030178350266,0.3139776948475599,0.29011432461065756,0.2569442386621057,0.3719175379809252,0.3005237826647576,0.2809393362938448,0.3214133859930739,0.37347736273704146,0.2632445800834602,0.34206407509092707,1.0,2006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14739737050924775,0.16684867485644841,0.19353403244145145,0.2665136225417454,0.06567233864495202,0.22224450224065162,0.014283836990549425,0.08934654238298126,0.14023430628540975,0.15404035621989937,0.5224994659025943,0.3749691796141012,0.6017327944864737,0.4532925054604521,0.3603694704920667,0.5934755540342349,0.5278340435844736,0.4371605914338641,0.24663553296697913,0.49177294792684145,0.24480188285234605,0.5062521470916734,0.1847168771603922,0.33461482875771087,0.22025931382712644,0.24506593076544558,0.4466776861532023,0.31693492623067576,0.31344548797521976,0.1457113185190741,0.22929165796405687,0.24120040838484208,0.05801629093396935,0.23886374179596345,0.1682726102492919,0.19056240457004878,0.2811627081767378,0.23642958411241635,0.2658916476742279,0.12222855512425435,0.24632057310534466,0.24182540200881375,0.2082460074979801,0.29395960295770107,0.3778052090788181,0.22916672506283636,0.4164940299103477,0.413045378591612,0.27782568447786754,0.3358162312525311,4
cell_death,0.3500308064220781,0.2573382085689636,0.4830546926042421,0.31584418377549534,0.2423606219983103,0.36779909017650714,0.36488572957460447,0.363945749616754,0.4389215078478922,0.1652283895755951,0.27894272788178953,0.40736406323390556,0.21898242653341066,0.270472642745223,0.5366709721278532,0.24841598974486828,0.3500733730833032,0.4925461328528842,0.4050254560052347,0.2650191524944602,0.2633021638389046,0.12277078396105959,0.23576577966462503,0.06830561854000707,0.19198683727664928,0.23705991208796534,0.16430734867868768,0.20375058164432713,0.15394384366047023,0.04173657114039939,0.2750691921584802,0.11747895730156774,0.1644048891511216,0.19721956990289102,0.28598423913184656,0.13318051819921245,0.14790533332963782,1.0,1.0,1784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2158430700876568,0.32239850822711247,0.2469026605425518,0.2539105690172143,0.07434702252665948,0.2532548134451393,0.08050409588693844,0.11635579328160699,0.16988038984168743,0.27545030688780947,0.45853578942048295,0.37381531075608804,0.47965966431137486,0.39263063507111473,0.3084370956513213,0.6162136308458315,0.5310573214480583,0.42199327928577374,0.3000479766152251,0.45460338998556316,0.23901766084362353,0.5146141652797838,0.14859186219313228,0.3417187520338443,0.14633064705481627,0.11888965549775946,0.2766187042902892,0.15934589648883885,0.12854739449959768,0.15337893329733293,0.14823374356518415,0.07438278313559547,0.1034838165361959,0.12823853161832732,0.11063469583483826,0.09838876326309601,0.3412001591293327,0.3490612705640906,0.36955840476921176,0.10774508710738923,0.22167411371852436,0.1679901436891701,0.10220924125269781,0.16067804945712416,0.27098111044519047,0.22282056795699154,0.44260548697249236,0.2986051204129217,0.3428014630177516,0.20730961629466987,4
dna_damage,0.28686809439804606,0.15681352168618007,0.34451630104331865,0.30839801117193033,0.14006213609134655,0.2660027018466755,0.3185718198321542,0.2858112125740768,0.2920839893849276,0.21097009781801354,0.15764160689303375,0.25604547632625235,0.27908855770668095,0.3129706926042596,0.41666048763013175,0.341110606821629,0.3009188366872859,0.4422850415628681,0.39008671084218827,0.34176846598409394,0.3461959036250467,0.16304300636988195,0.24966714227560075,0.1574680980756728,0.25678638586393865,0.2411354000117797,0.2659184054508164,0.15874962359629674,0.20658077017594556,0.16716111775599385,0.347499261410901,0.19903990975991415,0.16369894512003702,0.3148271236207624,0.3111692941844973,0.2291110587401229,0.28314058865162034,1.0,1.0,1.0,1290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21688477673176124,0.18727051216070564,0.24583481215568279,0.25318831083977267,0.09308816240653671,0.27782630663131563,0.0992872069061451,0.06658478695224798,0.12883321056482502,0.2235313266565619,0.3177763767361372,0.24495382845016592,0.3066699799934491,0.3406318240004885,0.38544902531364456,0.47587019738317604,0.42910110693585707,0.2304092815781665,0.22423745226663275,0.30237178895189626,0.1283848711908407,0.45213563914657284,0.14469795228070742,0.2321125090021656,0.12113454602155482,0.1857715327757556,0.35694570366146855,0.18334216644736684,0.2406363864887373,0.18643170900259098,0.20800260205237592,0.1296617789960209,0.20002409423102718,0.1513865797765569,0.1810412752814723,0.17871129732757457,0.2846971274130695,0.24326344160464267,0.2866409249952981,0.10168536917990588,0.273349814361739,0.18786655519684453,0.2392043510859304,0.16839669734003052,0.23232796439260378,0.25094792854743453,0.30131861864656084,0.24548139047239556,0.25396461667534026,0.21210627213724717,4
room_temperature,0.158848278588208,0.20355321094128478,0.2817594106475278,0.43937103378328457,0.19768922127980512,0.41165453164284804,0.3008087805663754,0.42940892825886473,0.43811129198410237,0.40375958450478017,0.22283108107686778,0.2878884985116471,0.14157639818254275,0.19634601572784377,0.2046598357973072,0.1785987829827927,0.22000200854869464,0.22695448966294085,0.2156359222495835,0.2289466140377108,0.23252487797797344,0.12097982955886427,0.19682630892279168,0.1480733373944466,0.13592395381341194,0.10426752095021918,0.11285463243472882,0.2312478973261807,0.23477403131303368,0.14472464723375145,0.15073742452369476,0.18141382714169516,0.1562997627177471,0.1445704674644166,0.13345110194202475,0.15436961160201315,0.17288046259238346,1.0,1.0,1.0,1.0,1226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36815877825327936,0.3133623172240073,0.39365427209839465,0.2834690274680437,0.2145655069765947,0.4186061011794126,0.1879242219817615,0.21029386981646261,0.19549159923189097,0.5308960536941726,0.2031733815992178,0.2191567529621189,0.2701787009884336,0.17056471233819298,0.0929654151949005,0.2513251108491601,0.2750864608260477,0.17955072200774036,0.2238585896390053,0.2242684267731037,0.2990061946225022,0.26284914468632226,0.2746017123081564,0.3493074221608719,0.21417762410827548,0.22338798245079922,0.23622768448223408,0.2428152589627184,0.3393179651605201,0.1410839345137521,0.2435753352417397,0.13860524062917473,0.1315006190322713,0.25770240701705677,0.21525610847786814,0.22242832635056486,0.2166262702004744,0.17102938736600112,0.1626616848182725,0.21895189464246834,0.21041305957110784,0.10274228304829636,0.1521004045670234,0.1705177944332779,0.2111059059370268,0.10771229279067016,0.3523774193491867,0.18169864749569473,0.16446400403936526,0.18870736930361814,4
